,Test_index,Presentation,Question,Data_q_0.01,Data2_q_0.01,Data_q_0.2,Data2_q_0.2,Data_q_0.25,Data2_q_0.25,Data_q_0.3,Data2_q_0.3,Data_q_0.4,Data2_q_0.4,Data_q_0.5,Data2_q_0.5,Data_q_0.6,Data2_q_0.6,Data_q_0.7,Data2_q_0.7,Data_q_0.75,Data2_q_0.75,Data_q_0.8,Data2_q_0.8,Data_q_0.9,Data2_q_0.9,Data_q_0.99,Data2_q_0.99,Data_mean,Data2_mean,Data_max,Data2_max,Data_min,Data2_min,Data_median,Data2_median,data_2_amp_0,data_2_amp_1,data_2_amp_2,data_2_amp_3,data_2_amp_4,data_2_amp_5,data_2_amp_6,data_2_amp_7,data_2_amp_8,data_2_amp_9,data_2_phase_0,data_2_phase_1,data_2_phase_2,data_2_phase_3,data_2_phase_4,data_2_phase_5,data_2_phase_6,data_2_phase_7,data_2_phase_8,data_2_phase_9,data_amp_0,data_amp_1,data_amp_2,data_amp_3,data_amp_4,data_amp_5,data_amp_6,data_amp_7,data_amp_8,data_amp_9,data_phase_0,data_phase_1,data_phase_2,data_phase_3,data_phase_4,data_phase_5,data_phase_6,data_phase_7,data_phase_8,data_phase_9
10,0,1,3,149.39,285.56,212.8,341.0,219.0,346.75,228.0,349.7,237.0,360.0,248.5,370.0,258.0,380.4,271.29999999999995,390.29999999999995,279.0,394.25,289.20000000000005,398.0,305.0,413.0,337.04999999999995,434.8299999999999,247.95416666666668,368.60833333333335,348,440,133,268,248.5,370.0,88466.0,2390.1798608824965,1382.020485203622,2575.712179364913,731.3979351701654,343.61692602159155,419.71360043909414,296.2744018209835,201.51282994481988,196.99856357950648,1.5707963267948966,0.999829054479451,0.990798247194506,0.9562260494474266,-0.8406275033611824,0.5044789936220703,0.9971090894789681,0.4244825989746057,0.9849045289711762,0.8626138435797581,59509.0,1365.3607436711914,2962.001885666545,3470.350568799034,1053.620191697507,594.1583239257287,820.1875300218268,612.0103891580341,317.15985816678574,376.0150163178281,1.5707963267948966,0.9825461058656335,0.7393970273966423,0.9864778478264512,-0.9965008805299562,0.4730053567578434,0.9966849995120916,0.18689602660247465,0.7656874737399124,0.6487050640760292
11,1,1,9,-1079.37,-141.59,-725.1999999999999,-6.599999999999987,-631.75,18.0,-573.3,38.400000000000006,-401.0,69.20000000000002,-292.5,98.5,-201.19999999999996,133.20000000000002,-92.80000000000007,166.59999999999997,-43.25,190.0,20.200000000000017,204.20000000000002,265.9999999999999,250.1,517.22,317.43999999999994,-313.75,99.825,567,333,-1126,-164,-292.5,98.5,23958.0,7827.683866063394,6914.260903888912,442.41695603159656,2802.863412832618,979.6993425805223,99.26409711602571,88.99680520375941,273.5414753903971,402.8107858844435,1.5707963267948966,-0.47588438774464836,-0.9998437150513535,0.46538174052551284,-0.8119323139457326,0.24936794987993133,-0.6968861470922285,-0.999646256750283,0.7360000481496852,0.9968106162162927,75300.0,45385.3123545872,22983.766366479802,6700.851881202501,8597.567257592456,3780.6864438599355,3243.2795953147515,2519.6869186804192,1923.1062757715672,2379.123684607147,1.5707963267948966,-0.4500141571821006,0.998835534949616,0.05863148424457588,-0.7509304517730226,0.28475557785468564,0.021486343463471773,-0.3631484727165815,0.05621332771017306,0.7570621778134418
12,1,2,4,-1084.81,-97.32,-417.79999999999995,87.0,-295.5,100.0,-271.0,110.0,-193.0,133.20000000000002,-140.5,166.5,-105.6,194.0,-64.70000000000002,212.0,-38.75,222.0,-5.0,229.20000000000002,60.799999999999955,255.0,180.51999999999953,311.0,-241.56666666666666,153.0375,194,314,-1118,-243,-140.5,166.5,36729.0,3205.6118338864276,6138.653893937099,5130.166318449195,3988.4230233206918,2947.0444614449852,2634.434209475035,2376.872863830948,1725.7077682645127,1484.3403606670454,1.5707963267948966,0.42605090776924076,0.7647774517650808,0.4143832699581714,0.6234137475434961,0.22749211445410583,0.2562069848646388,0.17044648646144595,0.11878301847527412,-0.03805089334208915,57976.0,40529.23064353622,21236.12863819402,17358.279207396215,10209.761768181324,7397.80433912165,4528.014358106763,3521.085568893727,3282.0696072576684,2960.7326433124204,1.5707963267948966,0.8480439981651557,0.46729476025542155,0.06996833354757252,-0.6531726150830119,-0.24907354335827506,-0.4787322058242002,-0.267908797396034,-0.14754135397113918,0.08201655210087834
13,0,3,7,-320.32,-548.0,-192.0,-383.59999999999997,-174.25,-357.5,-126.3,-320.0,-48.99999999999996,-262.0,12.0,-203.5,52.00000000000003,-151.0,108.59999999999997,-93.10000000000005,148.5,-71.0,176.0,-30.39999999999995,224.29999999999998,48.099999999999994,350.3199999999998,173.75999999999976,-3.6791666666666667,-205.825,365,232,-333,-572,12.0,-203.5,49398.0,17106.434918302006,1952.1577405808773,7253.6430063561575,3883.611778023865,4762.570600189693,2864.2225042134874,2741.8992242509867,694.3071528281986,1718.3369263753552,1.5707963267948966,-0.816788139988176,0.4290133003882925,-0.9999998380253946,-0.5702796510951306,-0.6270629398675278,-0.04068398349493547,0.34830517163458113,-0.9271625922364107,-0.4842654308827786,883.0,23543.60489844118,4755.2100149565185,5168.043800352674,5499.190568784511,4158.258755020296,2397.632971229365,2379.7337573224436,1740.8103945426153,1700.2006675559887,1.5707963267948966,0.05882636838537736,-0.7092644932593929,-0.7909707128660035,0.4586711991346933,-0.08762504293950416,0.0904832172545361,-0.09028910876761903,-0.14854039630892202,0.022768715003911026
14,0,3,6,-464.71,-1667.05,-221.79999999999995,-1256.4,-188.25,-1166.25,-139.6,-1079.8,-78.59999999999997,-971.8,-7.5,-824.0,79.40000000000003,-645.2,218.49999999999957,-420.5000000000001,351.5,-339.25,499.4000000000001,-246.79999999999973,638.1,-100.9,734.8099999999997,41.979999999999734,78.13333333333334,-775.2583333333333,765,73,-496,-1706,-7.5,-824.0,186062.0,70267.94054575688,21699.712370154873,7397.340758576017,3301.629648494455,5539.10079206151,3464.691427430545,2751.3260662704665,3007.424072514407,2760.876446220233,1.5707963267948966,-0.21937649732261197,-0.0740683273585805,0.08502513438955349,-0.8866050701141511,0.6693206501349684,0.25054505933360094,0.4944078932223591,0.4627317931012506,0.0007482534901137681,18752.0,49195.841043745095,25391.222109966184,7820.6972559907745,5055.279690227658,3857.4978960315457,3977.9274723194308,3551.543679008288,3042.339651206575,2923.1298800325717,1.5707963267948966,-0.3714495332268527,-0.3040010120968949,0.20684868189883873,0.019491262237725723,0.47573101818534924,0.23119470445585413,0.19930550470603628,0.3271566418748912,0.07873462104237723
15,1,1,4,-512.08,-774.93,-195.2,-454.0,-123.0,-424.75,-76.79999999999998,-386.6,0.0,-313.19999999999993,97.0,-233.0,199.00000000000003,-160.79999999999998,291.59999999999997,-78.70000000000002,326.25,-45.75,373.20000000000005,17.200000000000102,463.69999999999993,111.29999999999993,597.7599999999998,312.8299999999999,90.975,-232.42083333333332,638,345,-548,-820,97.0,-233.0,55781.0,33634.26780705114,9080.659034166381,6994.024856745281,9020.659148202172,1399.6051860139498,1230.4095037919626,1597.622837140062,2256.212724012914,813.3796397660639,1.5707963267948966,0.9632604348218257,0.7511126812964932,-0.7605168698968597,0.23648466275507146,-0.5047687873644153,0.7037850939939646,-0.09266109511327857,0.9975717501966863,-0.9970746909154421,21834.0,40169.436444559135,9589.651128168543,9729.13188420263,13093.286921339977,2316.3515593112684,1180.8309816689477,1907.9949837762624,1620.3482835862546,1469.6876741666028,1.5707963267948966,0.999802056994526,0.8984985112127781,0.28228804884868336,-0.7268051755937297,-0.9325970609208124,0.5256310761923865,0.5082250898464965,0.5534735329154419,0.5007694995969806
16,0,3,4,-287.61,-1168.2,-159.99999999999997,-511.0,-117.5,-452.25,-105.0,-372.3,-45.79999999999994,-206.99999999999983,14.0,-55.5,59.60000000000002,100.40000000000003,116.0,195.0,144.25,279.0,179.40000000000003,357.6,267.5,499.29999999999984,413.5899999999997,902.8099999999997,17.054166666666667,-73.6375,440,951,-305,-1360,14.0,-55.5,17673.0,47111.642788969555,22416.621410691292,10907.755515274801,10218.024322800668,6468.568732210217,2804.397048658252,5266.9776668610575,2004.8456732468626,5043.109293467511,1.5707963267948966,0.942378881675609,-0.5756962936026386,0.7752790703732082,0.9999476735739231,0.15293272411985556,0.6906181135959188,0.16884879655427937,-0.19466261073646116,0.6720513534655772,4093.0,21444.49685672157,6124.393715136937,3388.693681479234,2784.314977921905,1683.0001437229912,552.5320584727746,1665.6553167393597,417.44681598537375,783.7063027800184,1.5707963267948966,0.44273357532235824,0.04567269499104093,0.5242715478930589,0.9873491488197192,-0.4077067235815235,0.9988532578337661,-0.2031621897639408,-0.9295273484020576,0.46296776216566377
17,1,2,2,-224.0,-156.22,-156.0,-122.39999999999999,-146.0,-113.5,-134.6,-102.89999999999999,-121.39999999999999,-87.39999999999999,-104.5,-71.0,-83.6,-56.0,-70.70000000000002,-43.0,-61.5,-35.5,-48.79999999999998,-25.799999999999983,-24.80000000000001,2.0999999999999943,36.829999999999956,49.43999999999994,-102.7875,-69.90833333333333,51,56,-229,-160,-104.5,-71.0,16778.0,4091.2455197627223,2585.1297320019407,137.47601604006644,614.9976012701575,527.5170630479746,658.3393403030489,364.10193523379286,54.315330084187984,180.60786449456748,1.5707963267948966,0.5917527761670589,-0.9357660362613236,-0.5676872921519777,0.9975179851957743,0.39660827474524124,0.0658981091887715,-0.11112413565167209,0.28085742432628374,0.9999690738030368,24669.0,5807.876653284519,5061.981390805645,1276.3233011544241,1081.9352540987118,1029.4782387751013,836.9649439053834,612.6198875823712,441.58186744778084,367.4296517820601,1.5707963267948966,0.9999892136812941,-0.6877574404602937,0.4669591605032418,0.23884512199565885,0.11686364900227934,0.1263522498583089,0.03204969268453473,0.24095481078296732,-0.036088585251784745
18,1,2,4,-227.22,-17.71,-116.0,188.0,-96.25,222.25,-79.89999999999999,239.7,-45.0,283.00000000000006,-16.0,330.0,10.400000000000006,362.0,45.29999999999998,406.9,64.0,424.5,84.20000000000002,447.20000000000005,132.29999999999998,505.0,186.82999999999996,611.5399999999997,-14.833333333333334,316.21666666666664,196,626,-239,-29,-16.0,330.0,75892.0,16831.359943120147,3455.7336001268873,4340.892292331643,456.58088306134925,1364.7666663312868,1666.6717520670572,1880.514369164671,592.1483940775271,1245.959771032608,1.5707963267948966,-0.8088100426708265,0.1807998992811583,-0.4975420361689683,0.6283021042299921,-0.062289426398142174,0.08883195791360966,-0.481847772855582,0.4384091609084073,-0.2641066039888357,3560.0,7021.9769363087635,1951.0963066848544,2349.9162986334522,923.7873325124073,1016.1535596690599,419.7785671520656,836.783404022449,234.0268931108047,924.5983645914399,1.5707963267948966,-0.9998684596154919,-0.394805984594014,-0.9999999669901005,0.024784571345377756,-0.964108626696833,0.04206273679946701,-0.2201952907880846,0.9999999999929247,-0.9364371093807274
19,1,3,3,-514.61,-172.44,-455.2,-94.0,-443.25,-87.0,-435.3,-74.3,-418.4,-54.39999999999999,-397.5,-40.0,-376.6,-25.0,-345.0,-4.700000000000017,-329.25,0.0,-311.79999999999995,7.200000000000017,-277.9,26.89999999999995,-228.17000000000004,65.65999999999991,-386.62916666666666,-43.520833333333336,-212,82,-523,-179,-397.5,-40.0,10445.0,4145.4598401366,2193.7707826361284,2170.6542044825587,1402.4521428213234,536.8616454888028,410.8717484867191,721.1768807921054,73.56102734827726,723.3428342117686,1.5707963267948966,0.3229989894624956,0.1455782776622532,-0.37866129339522653,-0.05933357252863526,-0.3247211943357702,0.5174767180326263,-0.5298728368690754,-0.8244632248055661,-0.5105161935842312,92791.0,9878.854375859342,6239.427753515733,2229.6803576249317,940.4741047792596,1340.8005436595515,491.13192011325384,715.4701856393365,615.4765167750768,463.20194008696507,1.5707963267948966,-0.2889297258207371,-0.2401002412203428,-0.9038513103170388,-0.6352460523798308,-0.08146129758052487,0.20850834705193935,0.4061363115460105,0.22061438047148693,-0.3430996733651848
20,3,2,10,-1391.03,-1663.57,-1185.2,-674.5999999999999,-1157.0,-530.75,-1119.9,-408.9,-1057.2,-256.59999999999985,-982.0,-56.5,-945.8,104.20000000000007,-903.7,304.39999999999986,-888.0,461.5,-870.8,553.4000000000002,-801.9,768.6999999999999,-720.39,1040.2099999999991,-1020.9541666666667,-107.58333333333333,-700,1190,-1419,-1694,-982.0,-56.5,25820.0,44781.27576237559,49608.85585132028,38698.47374663077,26238.783708424646,27107.914345101137,26696.37745958095,23281.93464476448,17912.641795088617,13436.850019196969,1.5707963267948966,-0.9997395553218882,0.9529660167200166,-0.5245254059450042,0.999976157265313,0.9664358848282388,0.4462543821836371,-0.5141388228603866,-0.9803123149598119,0.9971255600766717,245029.0,23096.544329758945,5280.260539760603,5855.217103961506,3924.9152566501766,5000.6689316906995,4420.450637214617,3386.822235312701,3408.6668524428983,2142.0988710175893,1.5707963267948966,-0.06279916683223595,0.08316508380144565,-0.9999999655136118,0.6723487630718635,0.7041956474993373,0.2432099692306813,-0.8330312605848696,-0.8285788899652575,-0.999718052823791
21,1,1,1,-416.0,-1405.27,-239.0,-831.8,-212.25,-746.75,-187.0,-639.3,-134.79999999999995,-424.79999999999995,-72.0,-239.0,12.000000000000057,-68.79999999999995,95.19999999999993,44.29999999999998,139.25,93.25,176.80000000000015,175.20000000000002,247.29999999999998,315.29999999999995,376.26999999999987,549.6599999999999,-41.333333333333336,-315.6375,391,674,-422,-1420,-72.0,-239.0,75753.0,34398.52407583601,8926.674733700185,10950.328567245644,3402.8778716717766,2744.792285231303,3115.519728477989,1337.7201986960642,1577.4362201283293,775.5614322697028,1.5707963267948966,-0.9069138654368162,0.35832083998524067,0.999999911764277,-0.838407984079191,-0.8752389094830594,0.9999922664020836,0.9857531470624814,-0.9999333860008521,0.9982238318222233,9920.0,10546.531321447283,4527.81711128944,3319.6416680540688,1666.8339710923879,616.7584479777202,1184.4537227519477,946.6761887376397,859.7333764054699,447.69119108266796,1.5707963267948966,-0.7629688075006714,0.22848745630179904,-0.9583484412921967,-0.7396282034904323,-0.35941871111714174,0.9799927321975132,0.6249350997079074,0.8847115036904981,-0.30716141857884194
22,1,2,9,-242.1,-569.3,-115.0,-138.39999999999992,-91.0,-56.25,-75.0,11.400000000000006,-37.79999999999998,112.0,11.0,188.5,59.80000000000001,275.0,102.59999999999997,350.39999999999986,117.75,397.25,148.2000000000002,456.4000000000001,208.0,604.1,278.21999999999997,781.61,16.266666666666666,161.97083333333333,303,813,-267,-611,11.0,188.5,38873.0,40858.595615939885,5729.6323614700805,890.8037929036407,4387.303558620414,7567.463759804702,3282.8711850084314,2278.411727466699,1859.0444021639107,1975.6691786369688,1.5707963267948966,0.5994760273830635,-0.9201036607382749,0.2628357689877538,-0.9999999999215603,0.814340545426587,0.9188224685297691,0.6858654990520385,0.45796800568610724,-0.9999720611676242,3904.0,8255.859735350074,3946.2577851378946,1605.211941870538,2504.7394227242507,1578.3937913217246,866.2979692303464,558.5999428690089,593.2247516779614,1379.2593211452547,1.5707963267948966,0.92284667636586,-0.01999691356091669,-0.7312853982309775,0.3699435706551214,0.977766531527373,-0.9999999908486218,-0.44583969427647774,-0.5155870338026773,-0.41666751026679455
23,0,3,9,-283.44,-543.05,-150.79999999999995,-393.2,-132.0,-372.75,-118.0,-352.3,-75.39999999999999,-304.2,-29.0,-255.0,28.400000000000006,-210.39999999999995,82.0,-165.40000000000003,108.75,-137.75,145.60000000000005,-97.59999999999997,198.1,-27.600000000000023,274.8299999999999,75.80999999999969,-14.408333333333333,-250.96666666666667,313,124,-296,-567,-29.0,-255.0,60232.0,11519.506431519565,4337.336691278243,6086.283212747228,7103.994126598243,6789.740762401172,272.165514132237,3646.670976038518,2507.8805201510095,1313.2121286658737,1.5707963267948966,0.9320158287597954,0.8049421543334242,0.9979612203831161,-0.20635767412846762,-0.9709569044113431,0.9560187327699513,-0.0789687715420447,-1.0,0.3137899552636725,3458.0,1713.9692898599892,4478.144233413083,5135.617756754637,2618.4212121702144,2091.347777327991,969.4901796304574,1993.7314462968072,2159.717569617901,1186.5578233234128,1.5707963267948966,0.9800936126740594,-0.9268946247482839,-0.8179503212820229,-0.9965587062392472,0.9993255605617533,-0.9688189850329462,-0.983441743573819,-1.0,0.9829327604196197
